tweet_id, user_id
'510103770454167552','456615612'
'510103772530372608','564415371'
'510103772685938688','23038185'
'510103773427933184','229489163'
'510103778612494336','152605708'
'510103779799474176','2255243407'
'510103786887454721','50137259'
'510103790281056256','378052205'
'510103803798892544','277012016'
'510103804784566273','2786608832'
'510103822283579392','964709454'
'510103822136393728','75610842'
'510103828020998144','420286966'
'510103828205535232','257553838'
'510103828822507520','350336505'
'510103837869232130','47726264'
'510103841639895040','2754660997'
'510103842894012416','1326977275'
'510103844840566784','1069732051'
'510103849994964993','49143982'
'510103851354312704','36552180'
'510103862871474176','877274744'
'510103863295082496','134087538'
'510103866554077185','24395441'
'510103869268193280','41952839'
'510103869477494784','358489085'
'510103885826887680','2538178644'
'510103890268655616','1133620195'
'510103902692208640','2165161336'
'510103920308256770','2313661919'
'510103925416939520','430973271'
'510103928139427840','2739709075'
'510103937190731778','2700899454'
'510103938985492480','712183122'
'510103941682434049','1435084074'
'510103947755794432','2491546856'
'510103952948355072','1431403123'
'510103957360742400','501921135'
'510103957331386369','2667062222'
'510103957666922496','1001159900'
'510103958828752897','306382570'
'510103964395008000','172768747'
'510103966269857792','289057116'
'510103971445219328','2369296236'
'510103973550751746','391221420'
'510103976218353664','2456049644'
'510103980190359552','44544777'
'510103980702449665','2773297820'
'510103984648904705','2787465157'
'510103988340260864','2773297820'
'510103988369256448','138668577'
'510103997005320192','191338804'
'510103999312584705','212973087'
'510104000432066560','498757768'
'510104000713474048','746151150'
'510104005281054720','2510061103'
'510104015837724672','2680103659'
'510104016856956928','712183122'
'510104017356066816','183151724'
'510104021122560000','2783899784'
'510104027686633472','219792267'
'510104028017991680','592779217'
'510104038965145600','1196107458'
'510104055377432576','592779217'
'510104062323617793','2171135179'
'510104064848592897','130093852'
'510104065984831489','152605708'
'510104072528355328','1624755320'
'510104077423116288','2328481542'
'510104077389148160','1901173610'
'510104080866234368','1386429631'
'510104101032435712','330203449'
'510104103683231745','1943279443'
'510104104501125120','2335149568'
'510104105646186496','270413150'
'510104125229387776','897977496'
'510104127221686272','436580613'
'510104128752975872','83689384'
'510104128647733248','173070778'
'510104130887901184','1181242874'
'510104131550195713','1455108678'
'510104132796317696','405908395'
'510104133412478977','378258096'
'510104142115647488','1959682784'
'510104147136610304','2350726069'
'510104149015289856','2792388751'
'510104149543755778','112084745'
'510104149862514688','2309612903'
'510104151376670720','1315541467'
'510104153058582529','1242892615'
'510104159912079360','112719700'
'510104161480753152','481506909'
'510104163053613056','1160989008'
'510104163720503297','976988131'
'510104164371038208','284485962'
'510104174101426176','529486944'
'510104175305170944','99932847'
'510104177016446976','2529955993'
'510104181756014593','59183348'
'510104184612343808','2292621593'
'510104187728707587','130424630'
'510104202786660352','2298075552'
'510104213826064384','1440977156'
'510104214614192128','21084137'
'510104214836875264','65892220'
'510104218183540736','34131007'
'510104225750466561','127840626'
'510104233601810432','1444374410'
'510104233425633281','301410457'
'510104240279150593','542454676'
'510104240648224769','916002433'
'510104240916680704','2181726848'
'510104240996352000','2379366531'
'510104242984476672','158286800'
'510104246620917760','127840626'
'510104250710360064','41951730'
'510104258918612992','229016997'
'510104259120365568','152605708'
'510104261611778049','127562269'
'510104262895218688','18999261'
'510104263927013376','746151150'
'510104266535481344','349372469'
'510104270977642496','857539435'
'510104279986601984','311360779'
'510104286479806464','161907911'
'510104286295236608','1927066908'
'510104297862725632','59073766'
'510104301167841280','185987618'
'510104302652637184','2228076206'
'510104303021731840','376029084'
'510104307879149568','177563183'
'510104312928686080','1215375805'
'510104313008762880','2696348967'
'510104316443504640','17801749'
'510104318561619969','1122921956'
'510104318486134784','2638224128'
'510104319568261120','155814920'
'510104324135862272','2228076206'
'510104325738496001','155615438'
'510104325721296897','57392034'
'510104327004758016','2228076206'
'510104329202577408','79009650'
'510104330578313216','2777028025'
'510104336525828096','139343468'
'510104338120077312','237965743'
'510104339222769665','2228076206'
'510104345736511489','26737455'
'510104346655068161','29812551'
'510104348400312320','2328481542'
'510104348307644416','460959703'
'510104350677426176','814306411'
'510104350966820864','739335614'
'510104354456477696','294635315'
'510104355908120576','1251721687'
'510104359007318016','2803784348'
'510104365365858305','1460817822'
'510104365647269888','104784083'
'510104367312433153','182334607'
'510104368759066624','603168336'
'510104371003019264','143434194'
'510104371703840768','634874281'
'510104372311638016','411039931'
'510104373142102016','2228076206'
'510104376778563584','1064935632'
'510104387306266624','358682092'
'510104395120656384','1887149660'
'510104400451227650','223915328'
'510104400715460608','26461628'
'510104407891914753','1165496078'
'510104409934548992','2500964736'
'510104416834551808','127693283'
'510104420126703616','149929576'
'510104425377980416','6509832'
'510104440653619200','1361087112'
'510104440721117185','67570255'
'510104446408196096','1172213760'
'510104457430827008','152605708'
'510104457674506240','1887149660'
'510104458681139202','33070699'
'510104465202876416','2646421692'
'510104466570215424','1916616086'
'510104471008190464','558858636'
'510104472681725953','16238657'
'510104483024474112','129828514'
'510104494873387008','532512865'
'510104497545158658','98285547'
'510104498971615232','177637167'
'510104499814273025','1577302159'
'510104500820910080','377078443'
'510104503941464064','46309168'
'510104508987219968','276861987'
'510104513299378176','2232532171'
'510104513504489473','2279678299'
'510104514050146305','330560546'
'510104514905399297','2625618005'
'510104515480395776','55772206'
'510104516222808064','2625618005'
'510104517095215104','32642412'
'510104517698785280','2681756311'
'510104518181527552','372997495'
'510104520169238528','205315649'
'510104520933011456','161681385'
'510104521444298752','2171535378'
'510104524380733440','31286144'
'510104530839547904','1977855313'
'510104544261337089','538164141'
'510104551962075136','1492436246'
'510104557079105536','1322059722'
'510104558752657408','2765981382'
'510104561928114176','620646912'
'510104563245154304','2663655721'
'510104563542544384','151054240'
'510104564968595456','2318466685'
'510104576620773376','2320883934'
'510104587970154496','81687321'
'510104588754513922','1290816151'
'510104601370976256','2492496716'
'510104610997276672','83332125'
'510104610900832256','300866331'
'510104613010169856','149767250'
'510104619662311424','1607656579'
'510104624066342912','1608007387'
'510104640340258816','22158282'
'510104640936230912','2797641685'
