tweet_id, user_id
'509059734402379776','51768451'
'509059736864849921','476170284'
'509059741423632384','370222871'
'509059741948338177','279045997'
'509059742744842240','1602714822'
'509059744234221568','2416926912'
'509059745018552320','2416926912'
'509059756083130368','2596368636'
'509059756729057280','18412034'
'509059761225359360','621492308'
'509059763871576064','2555821700'
'509059771295866880','44033073'
'509059775087124480','554692057'
'509059789796552705','457436394'
'509059791050657792','131262251'
'509059792946479104','132092473'
'509059793747972096','214608286'
'509059794289049601','513441442'
'509059794766790656','295081195'
'509059795127521280','2404863457'
'509059796591333377','10352582'
'509059798063529984','2538890222'
'509059799720677376','36819445'
'509059803885223936','134205681'
'509059815339872256','2229226926'
'509059816669851648','193874788'
'509059827751202816','539974671'
'509059836974071808','2202391423'
'509059839473889280','1350607302'
'509059840073687040','2734314948'
'509059840421818368','257573181'
'509059843684962304','26737455'
'509059845560233984','285613915'
'509059848156110848','74280862'
'509059854489899008','1511949548'
'509059863616307200','16952753'
'509059869727813632','435722279'
'509059870205968385','64583427'
'509059878200283137','1511949548'
'509059877978005504','2739651302'
'509059885779419136','385666480'
'509059887662657536','933462865'
'509059889184776192','439537766'
'509059889311023104','706628373'
'509059890225364992','285845187'
'509059891235807232','26196721'
'509059893400064000','716720544'
'509059896760098816','633149945'
'509059900673368064','463203468'
'509059902170759168','52078350'
'509059904888643585','52078350'
'509059904884076544','34706814'
'509059905907462144','282787360'
'509059909489422337','66060408'
'509059925260005376','416661318'
'509059926375686144','141848601'
'509059929173278720','2763338228'
'509059932566482944','2161091396'
'509059934802427904','2599683668'
'509059936312389632','2353741400'
'509059939411582976','627325712'
'509059939705552897','404253496'
'509059948144492545','84010161'
'509059949855784960','26084425'
'509059951528902656','379366951'
'509059954313928705','97169576'
'509059962534776832','467685430'
'509059964087066624','27146662'
'509059964812279808','860675112'
'509059967694176257','197461673'
'509059968192888834','1410690182'
'509059968306511872','14607179'
'509059978205069312','2599883864'
'509059978867798017','2484583507'
'509059981904080896','17358810'
'509059983606943744','2518434054'
'509059984945340416','2764563059'
'509059987142750208','435013603'
'509059987637665792','17436104'
'509059989931954176','1511949548'
'509059990728871937','622461795'
'509059991383203840','187418002'
'509059992029503488','2640702025'
'509059994713460736','2565850952'
'509059997460738048','17385539'
'509059997540446208','1410432620'
'509060002938494976','17609590'
'509060006042300416','233169071'
'509060014808760321','392103730'
'509060021846437888','180813910'
'509060022257864705','155230762'
'509060024056807424','49030766'
'509060025676222464','107156225'
'509060033439866880','289077843'
'509060034077003776','2159602292'
'509060034291335168','192252315'
'509060036337741824','125014886'
'509060035935473665','392103730'
'509060039970013184','435013603'
'509060042062983168','2374627736'
'509060042448838656','307589282'
'509060045242261504','36384443'
'509060056805953537','631740868'
'509060057514799104','416661318'
'509060060690251777','631615699'
'509060070399692801','19715506'
'509060075038584832','141197419'
'509060083662061568','1473339486'
'509060087487668225','2307291553'
'509060091518021632','83440490'
'509060094986682368','67893813'
'509060099533336576','835964257'
'509060104499789824','133411649'
'509060105657405440','14057492'
'509060106102009856','855379321'
'509060108396269568','363874995'
'509060110262345728','41398757'
'509060114314436608','244495276'
'509060114687348736','1571842897'
'509060116503470080','477811288'
'509060116553805824','1658977632'
'509060120836186112','1340464070'
'509060121305948160','102631202'
'509060123826724864','143353316'
'509060124518793216','1119830786'
'509060125030879232','508153798'
'509060138146078720','103701014'
'509060138691358720','69982477'
'509060147390722051','265496446'
'509060150322556928','407531167'
'509060153455284224','2798475122'
'509060154156134400','584197736'
'509060156760408065','482096237'
'509060163311923200','2782756640'
'509060167732690945','2734314948'
'509060169121415168','454363710'
'509060175412461568','1696144128'
'509060185512349697','19770797'
'509060186216992768','545629799'
'509060189396680704','1389882727'
'509060192387211264','131596278'
'509060193389248512','2638177100'
'509060193355718656','2281809670'
'509060197910712320','150699160'
'509060204835926016','404116340'
'509060211428978688','36596041'
'509060213798744064','464072763'
'509060221272997888','2778910428'
'509060225857359872','19770797'
'509060226109411329','2764980155'
'509060228361359360','1650947809'
'509060236796514305','941477880'
'509060238348021760','1548843679'
'509060240894341120','285845187'
'509060241649336321','1684637959'
'509060242580049921','2756005205'
'509060247198392321','253099334'
'509060253866917888','17446936'
'509060258321285121','318492732'
'509060258896289792','253099334'
'509060261068566528','531437897'
'509060264705396737','210650201'
'509060266865463298','2440678008'
'509060270019194880','265318207'
'509060270355144704','433795719'
'509060277053038593','573061779'
'509060279565447168','35636535'
'509060280404283393','2535758335'
'509060283307134977','149971216'
'509060284883824642','633459764'
'509060294438432768','2535921179'
'509060296254570496','2659918436'
'509060297860988928','38659827'
'509060303095857152','1176466326'
'509060304819744768','2591942665'
'509060306476494849','392103730'
'509060310171271168','2571328842'
'509060318006636545','1643212230'
'509060320074399745','27146662'
'509060320027897856','124155753'
'509060320535384064','1240840304'
'509060321743339520','217514102'
'509060323303649280','149230098'
'509060326298775552','1102564074'
'509060329859325952','199167743'
'509060330266591232','104355967'
'509060330148728832','515310146'
'509060334615666688','43575450'
'509060335710388224','424831065'
'509060336197332994','2606491464'
'509060338487021568','900030264'
'509060339032670209','708838974'
'509060340358086656','253920897'
'509060343847739392','42721534'
'509060352542511104','855379321'
'509060354861973504','2456253557'
'509060362902044672','263007666'
'509060366127476736','2192767284'
'509060367428124672','237953000'
'509060370980274176','29653187'
'509060371143872512','2225723400'
'509060374029533184','439537766'
'509060377129533442','2726797711'
'509060382825009152','149230098'
'509060390479613952','187697933'
'509060394367721473','1220497525'
'509060404530528256','746175210'
