tweet_id, user_id
'510531184200523776','1732409862'
'510531192547180544','138164040'
'510531196049424384','1492183206'
'510531204136054784','290913090'
'510531212252037120','40340946'
'510531214797598721','1921787612'
'510531246393266176','2169419787'
'510531257579888640','1661351250'
'510531267943608320','2305011794'
'510531269999230976','401858177'
'510531303775535104','2762172271'
'510531312420397056','2623423575'
'510531314739867648','263496966'
'510531323006418944','2802349884'
'510531323900211201','272522740'
'510531324528959489','440171112'
'510531326600945665','1220623730'
'510531342388690944','152605708'
'510531354220453888','1215213426'
'510531356883816448','155526721'
'510531357483606016','2346619742'
'510531373418176512','266307895'
'510531377511399424','939236562'
'510531381139877889','1464865956'
'510531382255575040','1464865956'
'510531414077751296','23109598'
'510531414366773249','1001159900'
'510531433740640256','283135803'
'510531438895439872','818195036'
'510531443991543809','43738789'
'510531459829227520','224623891'
'510531469807472640','348464700'
'510531478506467330','65067080'
'510531481207189504','2697076183'
'510531488388231168','7424492'
'510531489507708928','626879973'
'510531492674416640','304529263'
'510531496365420544','2802349884'
'510531505177649152','2161091396'
'510531509015805953','2169736822'
'510531517593165824','1959275407'
'510531521636085760','1719088394'
'510531521900335104','322575976'
'510531547229720576','2802349884'
'510531560253050880','2161091396'
'510531566440050689','285476216'
'510531574396235776','2161091396'
'510531579605966848','2192767284'
'510531581069783041','308036223'
'510531581162045440','23109598'
'510531589961687040','1163183965'
'510531594159800320','2223688788'
'510531600174833664','1001159900'
'510531603399835648','13361372'
'510531608126816256','134167621'
'510531611952041984','383017441'
'510531616826212352','256504466'
'510531616276369408','753338623'
'510531639886094336','152605708'
'510531651110461440','2402448106'
'510531670483562496','47138228'
'510531672949813248','2720189334'
'510531676083351553','180647896'
'510531677093773312','24668049'
'510531679732400128','829347607'
'510531680332177408','26067771'
'510531689870028800','1586980514'
'510531692655022080','1586980514'
'510531707981025280','2458573568'
'510531713517117442','2805518028'
'510531714490580992','143114049'
'510531733222350848','23109598'
'510531735554392064','765242767'
'510531736175128576','145213760'
'510531742944727040','241813142'
'510531763454877697','438325072'
'510531765187145729','2534169746'
'510531770471563264','345037812'
'510531778072043520','2743176382'
'510531794488528896','1268524394'
'510531800771596288','16692859'
'510531804827111424','2806141148'
'510531807368847360','2686948915'
'510531808765952000','22148718'
'510531810644987904','60965020'
'510531815304462336','1425315056'
'510531815912665089','22997094'
'510531816441135105','1732796808'
'510531816537591808','416661318'
'510531819045801984','576891706'
'510531819415293952','242670355'
'510531826134167552','52047494'
'510531826788868096','20641619'
'510531827267022848','60898382'
'510531828684312576','18944014'
'510531829376376833','17194257'
'510531834472833024','1262253636'
'510531837043539968','1650895093'
'510531840197664768','560923841'
'510531845901922304','68773912'
'510531848254935041','383017441'
'510531858493616128','1452720702'
'510531873844776961','2713512475'
'510531874716807168','531641697'
'510531893301743617','545395548'
'510531898616328192','14080610'
'510531903372656641','105236078'
'510531903623929856','1185892254'
'510531908816875523','1197436940'
'510531914349154304','1402214726'
'510531914885644288','50282586'
'510531926231629824','1160946450'
'510531938650963968','51768649'
'510531938739040256','53975148'
'510531940039278593','47444595'
'510531948200992768','274718181'
'510531967792971776','176734707'
'510531974612537344','1404986060'
'510531981869072384','152605708'
'510531992702967808','1012107648'
'510531995945152512','320889494'
'510532004983873536','402914779'
'510532006766448640','320889494'
'510532014617800704','334680402'
