tweet_id, user_id
'509988170566737920','2381386916'
'509988172705460226','13289662'
'509988180163313664','2608488267'
'509988183124107264','152605708'
'509988185959833600','55755812'
'509988186617962496','32389690'
'509988191324352512','37033212'
'509988204582559744','152304277'
'509988210496139264','1725367728'
'509988212991750144','589732763'
'509988232084213760','1290334028'
'509988235871674368','135027156'
'509988239122264065','1303121708'
'509988240338595840','458613395'
'509988245111701504','48436844'
'509988249549295618','759054781'
'509988257543647232','583407249'
'509988261343666176','2158224878'
'509988262501298177','599763891'
'509988264514551811','838002139'
'509988273502965760','20146759'
'509988293711503361','256756370'
'509988298564329472','2776430119'
'509988302221348864','364122898'
'509988335272476672','56026433'
'509988350111907840','2476720656'
'509988351626477568','2175755335'
'509988353303781376','218141673'
'509988354830524416','298683661'
'509988358601199616','247446196'
'509988360455073792','2566458660'
'509988363085307904','1835599980'
'509988364041220096','107367175'
'509988365534367744','2783945576'
'509988370055847936','55635996'
'509988382621958144','150002753'
'509988385927475200','2739638310'
'509988387634159616','1594633962'
'509988388888264704','1653429822'
'509988389840371713','501940972'
'509988390830612480','406738723'
'509988391287406593','344571674'
'509988392042373121','704523342'
'509988393413926912','1109543071'
'509988397230718976','233804960'
'509988406567260160','2191793006'
'509988408085590017','2371632229'
'509988409373257728','617336567'
'509988409411006464','1368542329'
'509988409797271553','1911068461'
'509988415685656576','400910775'
'509988428625084416','68229478'
'509988435315019777','37961036'
'509988457309937664','275489024'
'509988469225947136','507610474'
'509988469020434432','2397486608'
'509988471998808064','72520862'
'509988488817967105','152605708'
'509988499794042880','483797670'
'509988504936267776','483797670'
'509988507649966080','58353084'
'509988509935886336','2500796029'
'509988514734157824','483797670'
'509988517665964032','1318911451'
'509988523521216513','140044212'
'509988530408677377','121715841'
'509988537567965185','2788338048'
'509988538067079168','1318911451'
'509988544715046912','103323813'
'509988546275311616','98659012'
'509988550448672768','552842384'
'509988557356675072','483797670'
'509988563660730368','189794804'
'509988565120323584','483797670'
'509988574574698496','325467241'
'509988574813376513','344571674'
'509988575283138560','2428245704'
'509988576764104705','64219380'
'509988577313574912','2507449616'
'509988581490696192','38147245'
'509988584875909120','2385346411'
'509988589418340353','808160791'
'509988589652819969','1363826203'
'509988597571674112','1667426094'
'509988604559368192','2742366647'
'509988612109115392','2304671881'
'509988614592135169','554692057'
'509988618538975232','483797670'
'509988622817574912','348197284'
'509988624536854528','134708162'
'509988635584638977','2492516371'
'509988636566118401','2794411890'
'509988636809756672','2240402959'
'509988656799444992','113917603'
'509988665280303104','2799485906'
'509988674788814848','167862395'
'509988679704518656','372138792'
'509988684922617856','31147535'
'509988685627277312','1299926586'
'509988689884090369','2397486608'
'509988693424078848','1385101964'
'509988695886557184','50207246'
'509988698109136896','271556782'
'509988700202102785','378053513'
'509988700453752832','440796037'
'509988711245680640','130061946'
'509988712324014080','263626938'
'509988715335548928','199781313'
'509988721219739649','14942593'
'509988729646116864','447249265'
'509988753893388288','22752608'
'509988754363125760','97203816'
'509988757815037952','2803160528'
'509988761799626752','713375028'
'509988768095272960','1384636009'
'509988773623390209','2360546851'
'509988783182598144','14161329'
'509988787385278464','869973661'
'509988791692443648','2788338048'
'509988794502615040','185501912'
'509988795962257408','1228093296'
'509988796985667584','47264948'
'509988799833571328','1624441777'
'509988805047103489','111344136'
'509988813628649472','233852304'
'509988824198680576','2608488267'
'509988832192643072','56026433'
'509988837309689856','96801420'
'509988845253693440','43474375'
'509988846843338752','20842368'
'509988847569342464','957832087'
'509988853097439232','19602537'
'509988853235458048','92705244'
'509988867747758080','444484100'
'509988868435628032','444484100'
'509988873699860480','1171141256'
'509988879286669312','869973661'
'509988879957389312','615002267'
'509988881731555328','1169661558'
'509988885300912129','577272429'
'509988885833584640','37961036'
'509988896612970497','70071054'
'509988896923340800','299109322'
'509988917081542656','1416313176'
'509988919773896704','1660087266'
'509988926082134016','2376648752'
'509988931908014081','220300040'
'509988932223008768','351088636'
'509988936169836544','1976197602'
'509988939118018560','584482688'
'509988943916326912','1228093296'
'509988944532889600','265571683'
'509988949180182528','17741758'
'509988953076670465','2468885474'
'509988954784165888','1282750939'
'509988958122434560','59073766'
'509988958428594176','75757069'
'509988958755762176','471856351'
'509988960282484736','19897138'
'509988974559887362','460012924'
'509988976485085184','2203493653'
'509988977861214208','373864011'
'509988982898176000','1308228086'
'509988994965176320','1540127959'
'509988998484217856','2198921641'
'509989006545653760','467508944'
'509989009897324544','1019341884'
'509989011134238720','468117909'
'509989015710224385','596735122'
'509989016478167040','789523681'
'509989019921293313','467473177'
'509989020517277696','1573357038'
'509989032374185984','2303171802'
'509989048295768064','2689232856'
'509989053237055488','152605708'
'509989063684673536','2478110977'
'509989078826094593','200470479'
'509989078926757889','763234254'
'509989090469888001','869973661'
'509989094059814912','1340246420'
'509989095553396736','1976197602'
'509989095683002368','108247642'
'509989097478189057','2785539122'
'509989097473966080','298507939'
'509989100183502849','391399148'
'509989105296371712','2773659804'
'509989112791592960','117312302'
'509989114033479680','2711726433'
'509989116860440577','1530981678'
'509989124833415168','44769574'
'509989137118928896','393747842'
'509989159654535169','387601542'
'509989159868448769','2803298959'
'509989173411852288','391399148'
'509989175815188480','2705811636'
'509989184572887040','571878474'
'509989184527155200','583175530'
'509989189991944192','1094412476'
'509989191304761344','471760965'
'509989195771678720','918240631'
