tweet_id, user_id
'509649048458899458','2704144196'
'509649049096437760','21513739'
'509649051588251648','522559433'
'509649058512633856','157732940'
'509649058374242304','413758837'
'509649066989723649','32582636'
'509649067303895040','14684668'
'509649067798835200','66635994'
'509649080960577536','108555504'
'509649082563182592','64099329'
'509649082843820032','2755599366'
'509649083019968512','148064960'
'509649086174072833','16190045'
'509649087231053825','1094173195'
'509649087486885888','48327831'
'509649088527097856','185012965'
'509649093199527936','2467791127'
'509649093715451904','52684970'
'509649098157207553','65104200'
'509649100761862144','2570556444'
'509649101923688448','244317966'
'509649106680442880','290961573'
'509649109209186304','568138644'
'509649113282277376','109089476'
'509649121775337472','146742044'
'509649122950135809','311669384'
'509649128348192768','553079401'
'509649128876290048','2682155256'
'509649128448462848','347495667'
'509649140981440512','33957025'
'509649141622771712','282900076'
'509649145229897728','178234264'
'509649145440006144','2754221528'
'509649158660034560','1326744091'
'509649161138864128','65877282'
'509649170043387904','100182551'
'509649171087777792','119997122'
'509649172044075008','554692057'
'509649172350267393','403645616'
'509649172468076544','17082120'
'509649173311139841','1605972602'
'509649175697690624','2734343148'
'509649178490707968','321256810'
'509649183901356032','2467791127'
'509649193032376322','2177750774'
'509649202322755584','2246713958'
'509649204902633472','2796210116'
'509649205472673793','2410659040'
'509649212464562177','276422377'
'509649218286272513','1903632668'
'509649222900396032','381159056'
'509649228398751744','2332463675'
'509649229392801792','605991506'
'509649238079188992','185771957'
'509649244135772160','2751880507'
'509649244005752833','602767623'
'509649245415043073','130061946'
'509649247420305409','621103751'
'509649256043409408','1543946564'
'509649259567017985','170322110'
'509649262796238848','263501749'
'509649265769992192','141823197'
'509649268013948930','165811977'
'509649269578825728','381159056'
'509649270194962432','80803422'
'509649274846474240','191345887'
'509649278063878144','2793757879'
'509649284749213697','2620925179'
'509649289740832768','1387955282'
'509649293347520512','100432092'
'509649296023896064','1056925290'
'509649313639575552','550417444'
'509649313895432192','540952712'
'509649317808713728','65877282'
'509649319599669248','181654298'
'509649325928878080','207370057'
'509649330983018496','238089228'
'509649331906150400','76629609'
'509649332052582400','458219761'
'509649338625048576','103271014'
'509649350436208641','1666909225'
'509649350750773249','21213091'
'509649352227577856','1968685862'
'509649352390750209','532029122'
'509649353430953984','2301184435'
'509649353645244416','2440560728'
'509649354605338625','376643808'
'509649354789904384','2301184435'
'509649363178504192','140865080'
'509649365577658368','2312152717'
'509649368342085633','601715758'
'509649368618528769','2556901272'
'509649369411231745','241235586'
'509649392920326144','505638293'
'509649397643481089','1336129470'
'509649398414860289','71557735'
'509649401770684416','18623370'
'509649414202195968','2549380008'
'509649415980986368','242311034'
'509649419076395008','14957318'
'509649456505970688','360770743'
'509649460838674432','259283868'
'509649470879825920','484486640'
'509649480346370049','472870741'
'509649477146513408','242311034'
'509649485698711553','2757847079'
'509649491553566720','53342165'
'509649493449801730','204195016'
'509649494116294657','148419644'
'509649494787784705','1107607292'
'509649495663980545','2313910479'
'509649499224956928','1543946564'
'509649500013465600','2556901272'
'509649523317035008','380759337'
'509649524680163329','498067144'
'509649527028994048','1310589518'
'509649529533001728','2785313252'
'509649533735673856','278428093'
'509649534528397312','39365101'
'509649539733544960','29691259'
'509649541922971648','2370211362'
'509649544368627712','973662247'
'509649559488704512','1977879295'
'509649563586551809','365352960'
'509649564958064640','367189742'
'509649572151316480','394098572'
'509649580191805442','602767623'
'509649586579701760','89207185'
'509649593395449856','267132683'
'509649598780940289','189040850'
'509649599649579009','134485838'
'509649604069974016','2694510444'
'509649605273735168','103607465'
'509649606221631488','278428093'
'509649606410387456','59417516'
'509649615013302272','45212004'
'509649618716487680','2613413886'
'509649621287571459','309819639'
'509649624945016832','1634065741'
'509649631576199168','1066169366'
'509649632062746625','1196857183'
'509649631710425088','93794035'
'509649632519933953','1368782430'
'509649634336059392','636426447'
'509649642284265472','1020739873'
'509649644217843713','483992393'
'509649645279006720','471281574'
'509649649691418626','334626794'
'509649650832650240','1324793899'
'509649654712401920','126886545'
'509649654875561985','1310557819'
'509649655164968960','2261314633'
'509649666146066432','2420886074'
'509649667705954304','501682013'
'509649669245243392','100982898'
'509649671892254720','555247900'
'509649673947054080','487138645'
'509649677373812736','226904606'
'509649678829244416','235102412'
'509649684466388992','266876176'
'509649685129478144','1976590428'
'509649687666647040','473829045'
'509649688149381120','140723845'
'509649689075933184','2464375191'
'509649690443251712','235102412'
'509649693140590593','548359839'
'509649706134155265','270963254'
'509649708768169984','538489320'
'509649717886595072','17159642'
'509649722400079872','452050314'
'509649729374810112','1413038280'
'509649730339500033','351433890'
'509649733607243776','75660950'
'509649733539749888','226904606'
'509649734571528193','1486206134'
'509649737578860544','278894750'
'509649740704022528','2520779729'
'509649744390418432','10352582'
'509649745430581248','498067144'
'509649745615147008','635338782'
'509649747507175424','1431313754'
'509649747594858496','77079230'
'509649755656314881','1594633962'
'509649760819503104','235102412'
'509649766549311488','2156561740'
'509649769287790593','2751992838'
'509649771230134273','454911403'
'509649780885049344','228786682'
'509649783276179456','2156561740'
'509649791194636291','79947136'
'509649803521687552','145356029'
'509649804931391489','477601859'
'509649805899862016','359795678'
'509649806352855041','2748356178'
'509649808198750208','75660950'
'509649809469210624','583872072'
'509649811747143680','13289662'
'509649814783393792','207022927'
'509649815878508544','2422032966'
'509649819267510272','343898967'
'509649821519454208','25513997'
'509649828272304128','2261314633'
'509649830314913792','103607465'
'509649836975874048','45546278'
'509649838641004544','394180107'
'509649843011067904','226904606'
'509649845481508864','557489105'
'509649861277257728','452423015'
'509649862518784000','2337958286'
'509649865005998080','199625155'
'509649865576423425','58416840'
'509649866125873152','2398395188'
'509649876611633153','2370605329'
'509649878557814784','2363088450'
'509649884765364224','2766683982'
'509649890423472128','556036534'
'509649896933036032','193264242'
'509649897524441088','472870741'
'509649900758241280','51743578'
'509649904285663232','500417313'
'509649911109808128','583872072'
'509649912753950720','16031800'
'509649923021611008','554692057'
'509649923302641665','65877282'
'509649924812570624','2365208628'
'509649927454982144','2225723400'
'509649935176695808','2685256872'
'509649947860664320','45546278'
'509649957645590528','2185322210'
'509649962158661633','1388669029'
'509649965916778496','1332293520'
'509649983738368001','46736898'
'509649983822655488','311669384'
'509649992877764608','93235192'
'509649993594966016','2780469307'
'509649993829842944','315083177'
'509649996439126017','1086705494'
'509649998384857090','1541317272'
'509650000544948226','1536558216'
'509650001480663041','2600312112'
'509650011706380288','75001213'
'509650011898916865','792302694'
'509650012457160706','229502710'
'509650012809084928','52319858'
'509650014595858432','99924701'
'509650017678655488','2313956320'
'509650019411296257','37133767'
'509650020992155649','422587260'
'509650026327732224','2604532528'
'509650028147642368','955474525'
'509650035487678464','405859108'
'509650041787543552','201144527'
'509650042245103616','335174745'
'509650045914718209','346576973'
'509650049047879680','792302694'
'509650052826939394','366863800'
'509650061576269824','310220340'
'509650071504175104','284433083'
'509650071801978881','223088182'
'509650071944564737','1893872419'
'509650074528661504','290961573'
'509650081146863616','344160709'
'509650082124140545','226904606'
'509650085152845824','30881244'
'509650086117142529','2309531713'
'509650103402233856','381159056'
'509650110368604161','880167949'
'509650111127773184','307781201'
'509650134507216896','2773345938'
'509650137610604544','2174704712'
'509650152835907584','97637025'
'509650153360617472','45212004'
'509650156917362688','1635148952'
'509650162474811392','290961573'
'509650162705117185','2493053245'
'509650164257021952','106690401'
