tweet_id, user_id
'599867147599224832','775863973'
'599867151781122049','955185336'
'599867179429826560','3138654212'
'599867181371887617','1276179518'
'599867186446872576','2983773374'
'599867189399658496','736004250'
'599867191736008704','336392163'
'599867200158232576','2789714774'
'599867201823248384','3138654212'
'599867205031841792','854221430'
'599867204633493504','3094548504'
'599867220479488000','169558033'
'599867222052376576','169558033'
'599867226536083456','2891928409'
'599867228452835328','3138654212'
'599867229212028928','2636579299'
'599867249227358208','18282606'
'599867266415480832','3140485291'
'599867267892039682','2336733368'
'599867276679061504','626636307'
'599867290889416704','2462807462'
'599867296824328192','1047630432'
'599867298418204672','22831330'
'599867308140400641','432925095'
'599867315384164352','336742790'
'599867319435788288','336742790'
'599867323164426240','2988032798'
'599867338956013569','2373479480'
'599867381935017984','3102992882'
'599867384095055872','223922420'
'599867386217549826','3011354681'
'599867410192138240','380930014'
'599867410766766080','280716675'
'599867429380984832','26658853'
'599867432874872833','3190414328'
'599867432820310017','80049648'
'599867438935777281','328640181'
'599867443771613184','2266211342'
'599867460754407424','3102992882'
'599867461987540992','3037833332'
'599867477556928512','284474799'
'599867482380206080','3102992882'
'599867494417891328','2781294222'
'599867498016559104','2446005762'
'599867504043892736','3033503267'
'599867511388016640','3140485291'
'599867512860250112','2532986118'
'599867514139508736','2506769574'
'599867542308425728','3197717156'
'599867542224633856','2971380790'
'599867561623330816','19064312'
'599867569743466496','336392163'
'599867574273200128','3041190242'
'599867594154188801','3102992882'
'599867596012277760','3198629906'
'599867610369499136','3119414185'
'599867610319220737','157511176'
'599867653738528768','2827177156'
'599867663653818368','2827177156'
'599867675985084416','38805882'
'599867677163794432','18331660'
'599867678845575168','365274032'
'599867692007485441','3246105130'
'599867712966250496','3102992882'
'599867712152539137','526699948'
'599867732113248256','25352420'
'599867731773526016','3102992882'
'599867736555180032','408512390'
'599867746319400960','365274032'
'599867764141002752','3102992882'
'599867790120587265','2873695630'
'599867792565923840','870525529'
'599867793022984194','3102992882'
'599867807581413377','1698179052'
'599867821841981440','3102992882'
'599867845262987265','633409490'
'599867847053967360','16156062'
'599867876569296897','2989201169'
'599867879186501632','1686083185'
'599867878800826369','2286414301'
'599867891664625664','3102992882'
'599867899130556416','750967526'
'599867899835219968','2790796466'
'599867911096774657','3102992882'
'599867918067765248','2889487945'
'599867928171810816','2362853604'
'599867934924808192','2471696929'
'599867938959667200','336392163'
'599867941870444544','3102992882'
'599867947461390337','307191813'
'599867958693756928','313782437'
'599867966906183680','956510994'
'599867970840571906','3205702582'
'599867977056460801','273064823'
'599867978121744385','493270555'
'599867982831988736','278006137'
'599867990973272064','2708275428'
'599868009386090496','3140485291'
'599868012104130560','12618552'
'599868027614683136','196323290'
'599868041313144832','2765335187'
'599868052067483648','16995728'
'599868063006101504','54777086'
'599868063912103936','713743244'
'599868063513710592','166255425'
'599868067993165825','3151135974'
'599868068844720128','1003992541'
'599868083050835968','277772892'
'599868118450601984','1394081154'
'599868129775325184','1931962123'
'599868131968856066','3102992882'
'599868140349100033','581385332'
'599868143415111680','2507082641'
'599868145277521920','2975290049'
'599868156392427521','376078524'
'599868159701553153','3102992882'
'599868190978510849','626400449'
'599868191406313472','3177743846'
'599868221450235904','378650909'
'599868233974476800','252247555'
'599868247744204800','3177443228'
'599868250537635840','2998797966'
'599868252160790528','3199186268'
'599868252890603520','3151673035'
'599868254228783104','2900652973'
'599868266501144576','259346797'
'599868277335068673','3102992882'
'599868301502722048','318303665'
'599868304426045440','3199809300'
'599868369609879553','2591860069'
'599868383283150848','141823197'
'599868384164093952','84814523'
'599868385850052608','3185533423'
'599868407656255488','2333180174'
'599868407865999360','2857651038'
'599868414178500608','1054494368'
'599868441072312320','2788187244'
'599868443840548865','365274032'
'599868447514697728','1443064580'
'599868464073822208','1667644626'
'599868473477566464','47034934'
'599868491189985280','2854470396'
'599868494231019520','626336217'
'599868498534248448','2854470396'
'599868513302368257','365274032'
'599868513562566656','16612752'
'599868520080408577','2888543594'
'599868521179381760','2473783645'
