tweet_id, user_id
'596916261545746433','3128591464'
'596916261054844928','990813391'
'596916264045453314','1427808674'
'596916269829394432','722079300'
'596916273625235456','2171844290'
'596916275353260032','2998483560'
'596916275973988352','2958127364'
'596916281724383232','2406833924'
'596916283527991298','2171844290'
'596916285469896705','2485308468'
'596916289488101377','3238414047'
'596916291073540096','2609232990'
'596916291039932417','3118666739'
'596916302276468737','245250569'
'596916305959067649','2949320754'
'596916308450480128','228483265'
'596916318441316353','838702363'
'596916319926099968','2268639463'
'596916323281567744','2924985500'
'596916325596823552','2998483560'
'596916327186604032','2820100047'
'596916330365788160','3149493578'
'596916335877095424','2880703226'
'596916337668063233','2895056425'
'596916338402185216','2336251887'
'596916339970674689','464762477'
'596916340285251584','2843059626'
'596916344349659136','942226236'
'596916344185958400','1259325110'
'596916349298847744','2406833924'
'596916353749032960','1443064580'
'596916354747277313','2917151264'
'596916355925995520','17973217'
'596916355636400129','3102992882'
'596916359788888064','262326565'
'596916360380166144','3083995886'
'596916362762723329','399022730'
'596916362913579008','141847785'
'596916369335037952','2853806330'
'596916374561103872','2998483560'
'596916377488723968','2853806330'
'596916378474385408','3118666739'
'596916383377653760','71767043'
'596916393871683584','2949320754'
'596916402633617408','2900399127'
'596916410288197633','3238414047'
'596916415388483584','2900399127'
'596916419746476032','1037868620'
'596916420673339394','3009679975'
'596916421365403648','2949320754'
'596916421356949504','1346695134'
'596916427816378368','3208299017'
'596916430140010497','239897637'
'596916438125793280','2982454874'
'596916448540299264','3238414047'
'596916449135865857','2982454874'
'596916450142466048','2998483560'
'596916453879590913','3187279670'
'596916455423115264','2406833924'
'596916458468179968','193253415'
'596916460355616769','333508967'
'596916461429370880','2478498348'
'596916463966892033','1567518716'
'596916465803993088','2854567926'
'596916467137777664','3009679975'
'596916469515952129','2898106046'
'596916472342908929','2982454874'
'596916474196832256','2900399127'
'596916475220262912','1346695134'
'596916475274797056','2823571518'
'596916475681583105','2880703226'
'596916476923154432','15604930'
'596916481822097408','2880703226'
'596916491326390272','715893984'
'596916491896815616','2900399127'
'596916496548425728','79133978'
'596916500935487488','2949320754'
'596916504609718272','3187279670'
'596916512260141056','2853806330'
'596916513896013824','239897637'
'596916516374712320','3009679975'
'596916516903260161','2982454874'
'596916517444263936','2894777336'
'596916517826011136','826498680'
'596916517934997505','2406833924'
'596916519109406720','2895056425'
'596916524058845184','239897637'
'596916524536987648','193048145'
'596916528764727296','2998483560'
'596916530652151809','3238414047'
'596916531012894720','3009679975'
'596916532585766912','3042717535'
'596916533147738112','2949320754'
'596916538407526400','3180855236'
'596916538638143488','31198756'
'596916544086507522','1346695134'
'596916552705789952','3118666739'
'596916558770741248','3042717535'
'596916562881224704','568183291'
'596916566656094208','2996076146'
'596916568073768960','1955565920'
'596916574692380672','2853806330'
'596916580434321408','3181229881'
'596916582242066432','852261223'
'596916608288690176','2777124543'
'596916627574128640','2853806330'
'596916628257804289','1443064580'
'596916631130902529','159492499'
'596916633915895808','505321545'
'596916634511478784','2982454874'
'596916635035799552','949539349'
'596916636004712449','2880703226'
'596916639834054656','3042717535'
'596916643546017792','3181229881'
'596916647270703104','874355659'
'596916649313210370','2880359204'
'596916652198928384','62218991'
'596916652756733952','1443064580'
'596916654996475904','2982454874'
'596916656560975873','2196289766'
'596916669966061569','1259865210'
'596916671232679936','3142292772'
'596916671501049856','424044599'
'596916671660445697','430804045'
'596916673518694400','60602149'
'596916675179630592','1393197277'
'596916677977116673','2853806330'
'596916680049041410','2982454874'
'596916687913426945','3083995886'
'596916690367053824','2982454874'
'596916695505088512','2406833924'
'596916705701441536','1353785780'
'596916706238341120','424955616'
'596916707630931968','28183625'
'596916710059290624','2880703226'
'596916712232067072','339600332'
'596916720889176064','1945240632'
'596916722478632960','1443064580'
'596916725641154562','2271945613'
'596916726777782272','2909626674'
'596916727801257984','132095611'
'596916733673242625','2996076146'
'596916737091575809','2998483560'
'596916742359687169','25721142'
'596916742598754304','1346695134'
'596916753105428481','111020045'
'596916754003009536','1346695134'
'596916754833657856','3208299017'
'596916758075744257','3042717535'
'596916764983881728','225858114'
'596916781790339072','164939446'
'596916782184562689','2998483560'
'596916787049967616','1097814918'
'596916788295696385','71659825'
'596916789331668992','114186015'
'596916789616857088','3181229881'
'596916790610960386','2392086079'
'596916793156902912','1338850112'
'596916795132350464','2998483560'
