tweet_id, user_id
'598385775839838208','625760052'
'598385777362411520','2391614580'
'598385779145089024','3199016355'
'598385781107924992','142785489'
'598385781779009536','1661573760'
'598385781477142528','2725674345'
'598385782345203712','2985966983'
'598385790138224640','2412342974'
'598385793879576577','50980611'
'598385793594298368','14372614'
'598385794852605952','59557368'
'598385796186439680','809799734'
'598385796924575744','2487466344'
'598385801995640832','362545428'
'598385802456862720','1673685630'
'598385804021469185','30065994'
'598385805439029248','2175055010'
'598385804956835840','3193269959'
'598385807129452545','2258442202'
'598385809474064384','14755379'
'598385815270477824','3188306786'
'598385815463534592','2697495810'
'598385819586441216','2512995672'
'598385820572061696','2356121551'
'598385822690246656','2412342974'
'598385824019820544','266387088'
'598385830474964992','430181017'
'598385834275020801','1420477466'
'598385839240925184','2412342974'
'598385841707188224','73586477'
'598385843867353088','114866265'
'598385844831948800','75536390'
'598385846815821825','2853011574'
'598385849407942656','13381912'
'598385850678841344','2948984766'
'598385850678784000','2948984766'
'598385851278630915','1461655843'
'598385851916230656','782589900'
'598385852331339776','2529408656'
'598385852088131584','334282086'
'598385853526749184','2412342974'
'598385855732920320','2776340437'
'598385859214385153','2458142648'
'598385859486953472','306340716'
'598385861126914048','35687587'
'598385861512732673','2853011574'
'598385863052099584','2333937582'
'598385864159404032','109818342'
'598385863865835521','1228576046'
'598385866805944320','2979570931'
'598385868487823361','2895502927'
'598385869255536640','955110283'
'598385870278766592','508468185'
'598385869842677760','3010084370'
'598385870492794880','491760665'
'598385873089130496','1062982650'
'598385874045378560','73473765'
'598385874234167296','2322938460'
'598385876389863425','2412342974'
'598385876847038464','2520966132'
'598385878755479552','789806558'
'598385880047493120','595592261'
'598385882698153984','54739657'
'598385884040335360','1291625124'
'598385884317093888','2978859299'
'598385886422835200','114277504'
'598385888305876992','347314359'
'598385890113822720','543281403'
'598385892370165760','3172334612'
'598385894366711808','901457311'
'598385899685031936','490579947'
'598385905217449984','2793148179'
'598385908967170048','12563952'
'598385911622078465','552064707'
'598385910716182528','205405365'
'598385913417207808','91365666'
'598385914809724933','2896190840'
'598385915690520576','2853011574'
'598385917397585921','550822468'
'598385918890868736','85381837'
'598385920375529472','203015880'
'598385923810861056','745110912'
'598385922871316481','263587736'
'598385925048160256','3146034005'
'598385926008479745','316260496'
'598385927212249088','2862845503'
'598385929246539776','1941200646'
'598385929544343552','813192253'
'598385929837891584','2718391411'
'598385929301069824','1321748198'
'598385929699651584','2956484853'
'598385933495336960','258698087'
'598385934787186688','71340377'
'598385935114326016','242291666'
'598385935273861120','1479677893'
'598385937991602176','2985967097'
'598385941862944768','2853011574'
