tweet_id, user_id
'596542940501057536','3016690208'
'596542945525829633','2840847810'
'596542946897342464','156371981'
'596542952387653632','884767261'
'596542955965386753','378765473'
'596542960944041984','187476416'
'596542962768564224','2959202966'
'596542981240332288','2877904640'
'596542987393306625','145550823'
'596542987246645248','3011742975'
'596542988253167616','3139944408'
'596542994007764992','2881114701'
'596542998076264448','1035932250'
'596542998072033280','2892079368'
'596542997669539840','278026635'
'596542998151823360','3099268920'
'596543006313852928','343239088'
'596543009526788097','2730467712'
'596543010852216833','3011742975'
'596543011472814080','420964757'
'596543013167370241','3034613636'
'596543017386909696','390812465'
'596543022566748160','3139944408'
'596543024219336705','190686934'
'596543030401703937','1035932250'
'596543031177805824','18745505'
'596543031576113152','190686934'
'596543038341558273','2346460819'
'596543042967900160','25368519'
'596543042817028096','3011742975'
'596543047053275136','498799428'
'596543053923385344','1427808674'
'596543054095523840','1665965982'
'596543054590251009','3109570152'
'596543055936774144','46325444'
'596543058000236544','3006539150'
'596543058314797056','2908230985'
'596543059963183104','2960491434'
'596543062815313920','3109570152'
'596543065101242369','2960491434'
'596543067181613056','17836681'
'596543068809011200','1353655772'
'596543070084071424','252889758'
'596543073733083137','2960491434'
'596543075377262592','2856353209'
'596543077377974273','283922670'
'596543086240497664','2853011574'
'596543089344258048','1427808674'
'596543091693125632','3240584769'
'596543092750061568','3016690208'
'596543101449076737','17836681'
'596543107451129856','2892079368'
'596543109707669506','2960491434'
'596543112110968832','2943846300'
'596543117211275264','3067738638'
'596543119283265536','2856353209'
'596543119266488320','1443064580'
'596543119719469056','2856673791'
'596543120528945152','2905001526'
'596543122047311872','2959202966'
'596543123204874240','1427808674'
'596543125243367425','2856840286'
'596543127160098816','2960491434'
'596543127843950592','2789428916'
'596543131425746944','24334276'
'596543132981800962','3067738638'
'596543135221592065','1559181086'
'596543135213363200','2269445846'
'596543142817468416','2856353209'
'596543143241129984','3067738638'
'596543149666869248','3011742975'
'596543151575330816','2866797992'
'596543154741846016','133398114'
'596543156390268928','3067738638'
'596543160047665152','1427808674'
'596543162249654272','2856469814'
'596543168226668544','16895951'
'596543171032657920','34082617'
'596543172559314945','1353655772'
'596543173293318144','3006539150'
'596543174677434368','2833957641'
'596543177118519296','3067738638'
'596543181702856704','635088291'
'596543187323256833','2984228714'
'596543189139361792','2866797992'
'596543196240347136','3067738638'
'596543200774369280','232868695'
'596543215131439104','145550823'
'596543216549171200','2866797992'
'596543219015385089','1073653525'
'596543219426467840','31351603'
'596543222106562560','2853011574'
'596543223020986368','3016690208'
'596543223016792064','3016690208'
'596543226925879296','2856840286'
'596543228851027969','85814433'
'596543229484339200','2856353209'
'596543235763253248','436347330'
'596543243036164097','862532880'
'596543245758300160','3006539150'
'596543249721860096','104009566'
'596543254054580224','3006539150'
'596543255816196097','2860759632'
'596543255887663104','17949485'
'596543256160116736','580570058'
'596543256466337793','23959449'
'596543257728815105','751307712'
'596543260572553216','2853350815'
'596543260924874753','3008233951'
'596543266440531968','1599673112'
'596543267883253760','2860759632'
'596543270244601857','2856353209'
'596543273709109248','2856353209'
'596543273981714432','2892079368'
'596543275760160769','3049927628'
'596543278708695040','1073653525'
'596543281992900608','2856353209'
'596543282127118338','2893975746'
'596543284652085248','2893078567'
'596543285365084160','3139944408'
'596543286799507456','2877904640'
'596543289123147776','145550823'
'596543289689440256','3158629171'
'596543292377927680','1427808674'
'596543293586014208','500154514'
'596543300095574017','3058559267'
'596543300821094402','2984228714'
'596543302012305408','145550823'
'596543307049631744','3008233951'
'596543308521844736','3049927628'
'596543310388330497','751307712'
'596543312053448705','2417423928'
'596543312623898625','221548868'
'596543315085905920','2599135856'
'596543316843335680','87985823'
'596543317564751872','3172028250'
'596543318965628929','3049927628'
'596543320131678208','2984228714'
'596543322006495234','2853011574'
'596543323763965953','2892842497'
'596543326741893120','3139944408'
'596543332395790337','3049927628'
'596543335247917057','2860759632'
'596543336493678592','1286774653'
'596543337605173248','2959202966'
'596543343603032064','3139944408'
'596543345926615041','189128071'
