tweet_id, user_id
'540468002857033728','504117181'
'540468004954206208','161634919'
'540468008448032768','717008481'
'540468013548310528','504365813'
'540468017075736576','250610679'
'540468019533578240','2855549173'
'540468020598931456','157547235'
'540468026890395648','2254541298'
'540468027792580608','170965705'
'540468028148699136','161634919'
'540468041759215617','2222770074'
'540468049909141504','222354507'
'540468051485806593','2259102847'
'540468052476035072','243484319'
'540468053478080512','628503923'
'540468056061788160','161634919'
'540468059186556928','2908169732'
'540468058653872128','45757132'
'540468063368253440','797463763'
'540468064295219201','1188748724'
'540468065930973184','2705994007'
'540468068544024576','161634919'
'540468069152595968','1661638027'
'540468069953323008','1133884484'
'540468071391969281','2902195920'
'540468072704798722','2889514916'
'540468079365345281','616878397'
'540468080413908993','161634919'
'540468081550577664','1696432568'
'540468085547757568','100171153'
'540468085790998528','1574981700'
'540468088110452736','589741106'
'540468087208673280','157547235'
'540468090291486720','1324319112'
'540468093311393793','34918660'
'540468093877633024','161634919'
'540468093776977922','1188007303'
'540468095374983168','1374174427'
'540468103465795586','1374174427'
'540468105013522434','157547235'
'540468106334699520','2472061831'
'540468106745741312','161634919'
'540468111187533824','194872426'
'540468114823991297','213986596'
'540468116635914240','161634919'
'540468126958112769','60329480'
'540468129936052225','161634919'
'540468134692417536','1457071694'
'540468135325757442','2323530120'
'540468135640330240','297254064'
'540468137146073088','161634919'
'540468140652515329','157547235'
'540468142124724224','589741106'
'540468142724894720','313816167'
'540468143865339904','1052086346'
'540468144284774400','1374174427'
'540468148843991041','182726899'
'540468152027467776','66084286'
'540468152325263362','2438252695'
'540468154661486592','82604525'
'540468159971459073','2907992774'
'540468160273477632','1574981700'
'540468167105998848','2833228998'
'540468176195436544','2249795653'
'540468176966778880','41978370'
'540468178522865664','383673349'
'540468179030773760','1121299908'
'540468183795109888','564246684'
'540468188203343873','38619458'
'540468199284670464','549060069'
'540468203604815872','188267311'
'540468209397166080','92224153'
'540468212341567488','157547235'
'540468214984364032','2894562525'
'540468217039581185','283934821'
'540468219815809024','341336522'
'540468222600814592','2854575476'
'540468225264582656','2786991423'
'540468227948560384','2410438723'
'540468229697576960','311883214'
'540468230066675712','632073546'
'540468231379513345','2269643311'
'540468232973324288','263090644'
'540468234722349056','188267311'
'540468235028541441','540045440'
'540468242956177408','37652965'
'540468248924274688','2283590335'
'540468249733783552','589741106'
'540468255454810112','188267311'
'540468258055286784','2580915780'
'540468264732618752','442644915'
'540468273595166721','2915191639'
'540468287209893888','2705526824'
'540468288086478850','736976851'
'540468289755815936','1381172658'
'540468292758941696','51437472'
'540468301504057344','188267311'
'540468309724905472','295836066'
'540468312434434048','1335829537'
'540468312392466433','427113183'
'540468321129205760','2898641816'
'540468329627287552','2205541272'
'540468331900178432','32348368'
'540468338028056576','324762978'
'540468342323023872','36615154'
'540468343770066945','1396438830'
'540468344755728384','1647734006'
'540468353324695552','468183505'
'540468353697984512','2213886547'
'540468355384086528','2399800033'
'540468355862241280','2299659643'
'540468355803516928','1245682094'
'540468356852092928','1335829537'
'540468362367614976','2415369656'
'540468370257088513','905760654'
'540468371213402115','573415308'
'540468379136823298','427113183'
'540468381904687105','301998334'
'540468383565623296','97512410'
'540468385662775297','366541497'
'540468390570106882','2423809669'
'540468391333482496','404143583'
'540468392260411393','2663012870'
'540468395771039745','2918342232'
'540468396769288194','2243412188'
'540468402439995392','196454896'
'540468402683273216','252910163'
'540468402918141952','2850366896'
'540468410916671488','1453758379'
'540468411466121217','40581636'
'540468411881365505','2417436942'
'540468418063761409','608868678'
'540468422719438848','2423809669'
'540468425227657216','2362152704'
'540468425592549376','589741106'
'540468433020661760','2243412188'
'540468433175851008','416709941'
'540468437382737920','184625217'
'540468437714079745','2500476187'
'540468442663378945','2197643550'
'540468444840214528','1376759869'
'540468451572084738','938818958'
'540468452360986624','182545670'
'540468456739467264','2514599634'
'540468457783832576','1960954903'
'540468461944594432','161634919'
'540468467128741890','619810600'
'540468471759265793','161634919'
'540468474355519488','2702767311'
'540468475932590080','580690685'
'540468482077638656','564341294'
'540468486133129217','161634919'
'540468490390351872','127738990'
'540468491208228864','585642687'
'540468493351915520','576199231'
'540468493414457344','2594497596'
'540468495536771073','367065865'
'540468495507410944','1223835422'
'540468496551796736','882129085'
'540468498040770560','2757134491'
'540468498154024961','1452014382'
'540468501563990016','127905521'
'540468503753400322','564246684'
'540468508631375872','2918476286'
'540468511106007040','97347337'
'540468513547104256','2472202393'
'540468513660354560','283490484'
'540468530123005952','605373065'
'540468532446633984','443553041'
'540468535298768896','1336337478'
'540468535542034434','2272655894'
'540468536741613568','2345261834'
'540468541321789440','1661258353'
'540468544740151296','907639340'
'540468548498231296','589741106'
'540468549492289537','740846588'
'540468551769800705','329530764'
'540468553556557825','226389949'
'540468564507914240','402366830'
'540468568710991872','1203579752'
'540468571545948160','2898512132'
'540468571772440576','44728980'
'540468577778675712','1132366045'
'540468583155785728','2710400950'
'540468590348992513','603675717'
'540468600356610050','1951473193'
'540468601677819905','2428924334'
'540468606480310274','2509020547'
'540468614361395200','2537205639'
'540468616206893056','1017363416'
'540468618987724800','289764111'
'540468629360242688','2918262644'
'540468629968404480','254531651'
'540468632094900224','2888893993'
'540468638403162112','2487461569'
'540468639132942338','561843887'
'540468639128756226','241554816'
'540468642865876992','565239887'
'540468643683774464','589741106'
'540468645680656384','122102181'
'540468653443936257','175951432'
'540468654388035584','88697994'
'540468655872417792','1407365636'
'540468667670990848','2715021851'
'540468669910749185','2894605662'
'540468672033087488','1425764629'
'540468672222208000','400605350'
'540468675438837760','327844480'
'540468679398285312','289764111'
