tweet_id, user_id
'541563464892698624','227924293'
'541563466423619584','1571921256'
'541563466520072195','528059798'
'541563467497357313','2698619323'
'541563467853873154','1571921256'
'541563468243951617','2204268518'
'541563469636452353','2840778590'
'541563474258563073','1590502838'
'541563478402551808','754404889'
'541563488129536000','430966134'
'541563492390563840','754404889'
'541563493154295809','2382457435'
'541563494513254400','259326442'
'541563495045550080','420165892'
'541563496475791360','595460993'
'541563497155276800','333822280'
'541563502352027648','2480949535'
'541563502263934978','65884942'
'541563502939226112','16650414'
'541563506735058944','556791694'
'541563524896395264','483593141'
'541563531754082305','357433536'
'541563532077047808','2810948029'
'541563536523022336','480300634'
'541563536791830528','197216170'
'541563543876009984','88278812'
'541563551245012992','97060600'
'541563554864717824','76908699'
'541563556009738240','437417506'
'541563557041557504','529348989'
'541563560631861248','79120027'
'541563565463707648','86728398'
'541563566612951040','174577559'
'541563570127790080','109791664'
'541563571571019776','412775488'
'541563581221728257','79989940'
'541563586770771969','2782388575'
'541563586946932738','80756479'
'541563592810958848','66318383'
'541563594177912833','1959584810'
'541563595809509376','150564956'
'541563596841316353','165478846'
'541563597764038656','270719549'
'541563598641037312','7003422'
'541563598393192449','2394378834'
'541563598846173184','27125405'
'541563600511303681','2381929584'
'541563601740255232','1630599462'
'541563601790578688','1346517037'
'541563604877594625','2729032692'
'541563605326372864','60624995'
'541563606304047105','38950663'
'541563606798966784','486761411'
'541563606949957632','2905029329'
'541563615627603969','196512802'
'541563616659390464','2302912045'
'541563620971134976','627158183'
'541563624733421572','837681684'
'541563627413573633','1696303332'
'541563628445372416','238607010'
'541563630572306433','74531103'
'541563632740356096','2907547571'
'541563635319844864','2921548296'
'541563636825595904','231636615'
'541563639635779585','1442631679'
'541563646199869440','748594104'
'541563660112367617','279797796'
'541563660322078720','299422942'
'541563661626515457','300667865'
'541563663778611200','304146825'
'541563665707573248','2862470288'
'541563669507633152','2612991464'
'541563671554441216','404119078'
'541563671860613121','284284426'
'541563672296828928','82271502'
'541563674566340608','2851119889'
'541563676738985985','2849603640'
'541563680627130369','172277971'
'541563681893806080','1709521656'
'541563683243954177','598945528'
'541563684535808001','2889694195'
'541563686934937600','2580148910'
'541563690387271681','317090732'
'541563702810402816','404119078'
'541563704454955009','2882067823'
'541563706304241664','161168322'
'541563712193040385','902057010'
'541563713048694784','228971190'
'541563718761340929','2580148910'
'541563721622241280','253475484'
'541563722779471875','156444382'
'541563724549459968','345889292'
'541563731088375808','709877450'
'541563739640586240','102346000'
'541563742727581696','340898213'
'541563748670898176','2171557682'
'541563750156099585','2820453935'
'541563751061651456','263599679'
'541563751866961920','1035007052'
'541563754308050944','1138974168'
'541563758783762432','1461879260'
'541563760821817344','1060540597'
'541563766358691841','464138034'
'541563769344651265','1715471370'
'541563771404439552','2259969950'
'541563773237346304','377276817'
'541563776273641472','356782027'
'541563783647592448','129428593'
'541563785450774530','42598949'
'541563788412321792','777617095'
'541563789099814912','145648756'
'541563791277056000','421734482'
'541563793805832193','222276762'
'541563795114844160','2431107457'
'541563797459070976','266728010'
'541563799803666432','963582594'
'541563800831664128','1937361152'
'541563800957120512','601815907'
'541563801405882368','1106066107'
'541563803562151937','18760292'
'541563805168173057','85112012'
'541563805281443840','2373446046'
'541563810805329920','2549509544'
'541563811262509057','308334476'
'541563812009082880','212571940'
'541563818287968256','152720065'
'541563818422198272','2906726484'
'541563819579826176','1954011128'
'541563821303668736','245738138'
'541563826072608768','1051981542'
'541563828119412737','469297996'
'541563831978573824','1402975106'
'541563831890083841','65594160'
'541563839628988417','44105320'
'541563842581393408','54460367'
'541563844112691201','732044208'
'541563845509394432','732044208'
'541563846243389440','1725911096'
'541563846906114050','732044208'
'541563848315375617','732044208'
'541563850047250432','183591874'
'541563854421893121','36419557'
'541563855709552640','2862470288'
'541563857135628290','2538428803'
'541563858679123968','286907440'
'541563858679111681','263599679'
'541563859992322048','732044208'
'541563866593759232','36419557'
'541563867713654784','54194597'
'541563869064200193','437371062'
'541563874407747584','31635756'
'541563879696773120','1368735685'
'541563880363667457','511738485'
'541563880829251585','2205587577'
'541563884012703744','396432004'
'541563885254242305','36419557'
'541563886894579712','1664059166'
'541563889981620224','2850021595'
'541563890308366336','2578760863'
'541563893215006720','553309578'
'541563894305521664','156451863'
'541563901616603136','392740231'
'541563902467637248','919186219'
'541563908000321536','808495651'
'541563910164209664','2789785920'
'541563915805548544','782102047'
'541563916505989122','433176739'
'541563917118353408','36419557'
'541563920092114944','1717953973'
'541563924521697281','2689620649'
'541563926828556288','2188209972'
'541563931358420992','2197240003'
'541563933174145024','562578241'
'541563935137476608','2301501061'
'541563938089889792','237602299'
'541563940719697920','298292668'
'541563944914018304','2546126293'
'541563946696593409','837681684'
'541563949976535041','414656041'
'541563951805259776','2360776598'
'541563956566196224','1315635128'
'541563965696778241','1419755148'
'541563969538752513','1124697788'
'541563979735109632','1368609691'
'541563984101388289','356149810'
'541563989457506305','562055796'
'541563993022681088','2786366606'
'541563994016731136','239362767'
'541563994268389376','227347016'
'541563997070176256','103773958'
'541563998957613056','104582248'
'541564003877543936','2580148910'
'541564004766740481','1704959749'
'541564006331584512','2366060400'
'541564006092140544','1272040988'
'541564009703821312','2366060400'
'541564013662851072','2708200981'
'541564014455955456','54131557'
'541564017181851648','227347016'
'541564025633402883','1203301310'
'541564026916851712','8102352'
'541564026967187457','742145928'
'541564027374407680','370197760'
'541564029425422336','137064173'
'541564029651546112','560990010'
'541564030838931456','736477016'
'541564033480916992','346466231'
'541564035267715073','1957771470'
'541564038149206016','2205587577'
'541564038111850496','470099591'
'541564040418304000','163422349'
'541564041295298560','2509795682'
'541564042351874048','2591465802'
'541564045443100673','40437205'
'541564046265176065','12361462'
'541564047183728640','20944311'
'541564057195528193','947552448'
'541564064099749888','2898098835'
'541564064502415360','1867462279'
'541564066154549248','634338026'
'541564073440452608','430966134'
'541564073499189248','259326442'
'541564073708503041','170982051'
'541564082386915329','236338186'
'541564088741277696','18216250'
'541564091920560129','56756372'
'541564093593694208','301386972'
'541564093853753344','363551418'
'541564094521032704','25366702'
'541564097188212738','251547839'
'541564099767721984','704984269'
'541564107221000193','1053515215'
'541564109414604800','1251208086'
'541564109523648512','464441346'
'541564110614192130','2556835290'
'541564117870317570','72090206'
'541564123046096896','2712370326'
'541564124547653632','77165773'
'541564125789175809','324839311'
'541564126854938624','25067168'
'541564126883880961','1060540597'
'541564129970892800','393287867'
'541564133016350720','1460138449'
'541564134953730048','2205587577'
'541564136287514624','147836851'
'541564137571356674','2787975841'
'541564137734545408','1714898743'
'541564138745364480','1959584810'
'541564140737662976','1849818738'
'541564143128428545','25049056'
'541564144156041216','350765756'
'541564144596430849','43089610'
'541564147092037632','254465586'
'541564147083657216','597078142'
'541564147226275840','405260681'
'541564153706450945','1711830523'
'541564156361465856','362414299'
'541564157275815937','597122542'
'541564160773873666','1910651695'
'541564161835012096','405260681'
'541564162170568705','1497094153'
'541564162879401986','2701597927'
'541564163529531393','2224944530'
'541564170093604864','2768062344'
'541564171129614337','211413049'
'541564172459180032','244317966'
'541564173151252481','961584560'
'541564173306454018','946760516'
'541564173545525248','2205587577'
'541564175747514369','207003746'
'541564176125026304','2580148910'
'541564176225689601','1388872664'
'541564178876887040','946760516'
'541564179086209025','218004891'
'541564182240305152','160930875'
'541564182965919744','1489020840'
'541564183536336896','146883187'
'541564184035471360','2224944530'
'541564184182284288','1867362378'
'541564191140630529','1637037637'
'541564191589416960','441976183'
'541564192008851457','358681085'
'541564195943112705','353441186'
'541564196622594050','52663556'
'541564196735819777','210675664'
'541564196844875777','592670040'
'541564197843132416','1450498790'
'541564201483784192','405260681'
'541564203543195648','165727849'
'541564205741006848','108312634'
'541564205464178688','468599806'
'541564207213187072','2187292056'
'541564207385169920','92706927'
'541564208974802944','2900071700'
'541564209775931392','2229598182'
'541564211260694528','163422349'
'541564211915001856','39958762'
'541564213127172097','2910409106'
'541564216398721025','1687797086'
'541564220924362752','2332002284'
'541564227412975617','62446391'
'541564238423023616','597078142'
'541564241627459584','134478603'
'541564246824214528','32916265'
'541564247096832001','2835822854'
'541564248116441089','29018320'
'541564249735045120','45311054'
'541564256614109184','2841736223'
'541564260011110400','93562496'
'541564265132343296','1717953973'
'541564266986209281','1664367326'
'541564268450037760','1957771470'
'541564268592640000','207003746'
'541564268877856768','764428940'
'541564274074599424','2917175005'
'541564274716725248','2841736223'
'541564280852586496','77129799'
'541564280991019008','387557542'
'541564289174102017','453176496'
'541564289601916928','383716870'
'541564290172739584','2841736223'
'541564290503684096','550807689'
'541564293628432384','920256847'
'541564295516282880','250206188'
'541564296304422912','2292238112'
'541564298414133249','1664367326'
'541564299424964608','314841273'
'541564299882545152','72507424'
'541564299592753152','193561122'
'541564304236244992','2784048417'
'541564310057521152','203330571'
'541564316181618689','2157039584'
'541564318798471171','108570438'
'541564320727834624','60020693'
'541564323886534656','308687564'
'541564328118218752','362414299'
'541564330635194368','307257580'
'541564331838558209','1711830523'
'541564333848014848','1594095570'
'541564337891340288','91881036'
'541564338516271104','1038421776'
'541564338641719296','1572619639'
'541564339824508930','546621882'
'541564345163857921','724991318'
'541564349249118208','2873134687'
'541564355746091008','44728980'
'541564361047699456','1361525480'
'541564362465366016','358138530'
'541564368459022338','324905282'
'541564369910243329','133358843'
'541564370577158144','1305796237'
'541564371252416513','1944079380'
'541564372393680896','1944079380'
'541564373412507650','2587897915'
'541564374041640960','14350399'
'541564374108762113','2868796040'
'541564374427516928','2889558566'
'541564378106306560','401258246'
'541564383202398208','504623596'
'541564383357202433','528174292'
'541564384196435968','1604908225'
'541564385362067457','446703556'
'541564385450160128','487054775'
'541564390739161090','63467144'
'541564391573827584','242614034'
'541564394832797696','1147194126'
'541564397353975808','120146232'
'541564398440288257','120146232'
'541564398687383552','2904447823'
'541564398792241154','81997903'
'541564400314773505','538238024'
'541564404614307840','120146232'
'541564406594015232','2288149314'
'541564406891835392','2388531318'
'541564406924976129','80544038'
'541564407340228608','442497809'
'541564408062021634','120146232'
'541564410243080192','120146232'
'541564411857489920','120146232'
'541564415741399040','2266349928'
'541564416727482368','120146232'
'541564422955999232','2841736223'
'541564427984592896','563637281'
'541564428575985665','85040415'
'541564430668935169','1386193411'
'541564435442069504','2336517420'
'541564436293902336','34324265'
'541564439644749824','1147194126'
'541564439729033216','120146232'
'541564439732822017','77691375'
'541564442341670913','2739992990'
