tweet_id, user_id
'542163325941841920','57300031'
'542163326717808640','1487565600'
'542163328861093888','145832287'
'542163344984002560','395793410'
'542163354207285248','1487565600'
'542163359143976960','1167607994'
'542163389724647424','220277083'
'542163399337992192','170965705'
'542163399618994176','139327986'
'542163403377082369','1167607994'
'542163405864325120','2875704805'
'542163426928123905','2571207578'
'542163427951923202','1484360125'
'542163436583395329','1167607994'
'542163439984988160','227864596'
'542163445882183681','40424283'
'542163447115309056','131790234'
'542163465058516993','15448383'
'542163486155874305','491476321'
'542163508167585792','95179231'
'542163512470953986','2837979385'
'542163518741422080','598339289'
'542163523489394692','9130702'
'542163532465201152','160086988'
'542163534021263360','1740060962'
'542163534964998144','2694503240'
'542163534897897472','1374625639'
'542163535111802880','128894482'
'542163535870963713','364183980'
'542163536919552001','1448279107'
'542163537041170432','2280325974'
'542163538572091392','2724103423'
'542163538626637826','30921578'
'542163540631494656','30593431'
'542163546843262979','1167607994'
'542163551985479680','79030985'
'542163552799166465','349995784'
'542163563507245056','977985781'
'542163577860153344','1675882230'
'542163580825530369','2694445142'
'542163582952026112','2542811714'
'542163593316540416','14799078'
'542163595857907713','1032095821'
'542163608625741824','170965705'
'542163612446388224','1321765656'
'542163620172275712','2343084578'
'542163621552201728','2749832413'
'542163630360248320','480385312'
'542163649280749568','21543628'
'542163664095043584','309696184'
'542163667220176897','2890776248'
'542163672101965824','14904469'
'542163673918095360','2687317940'
'542163677122527232','1153175329'
'542163682055028737','2335559022'
'542163686019039232','1278717012'
'542163688979832834','1353343322'
'542163691571904513','226461686'
'542163694524710912','2687317940'
'542163696009875456','2511630679'
'542163697473708032','32262321'
'542163705450872832','74348563'
'542163720470663168','2687317940'
'542163722056527873','1265180191'
'542163722668486656','15872418'
'542163726968061952','51970514'
'542163729711108096','20491503'
'542163735528611840','2272071241'
'542163738342612992','33904742'
'542163742599831552','507267311'
'542163753563725824','45311647'
'542163762090758144','86942211'
'542163763000918016','40211941'
'542163778918293505','63900026'
'542163788795891714','588070738'
'542163793602555905','1542777007'
'542163801089789952','21450106'
'542163800946798592','255496332'
'542163805409509376','1167607994'
'542163805665374208','51385714'
'542163807456342016','1456677204'
'542163809717063680','49517025'
'542163811893932032','2455216434'
'542163816172097536','858997700'
'542163817786908673','2606049566'
'542163819108130816','65292318'
'542163823633788930','1865724222'
'542163839203037184','69684535'
'542163864658264064','2173135652'
'542163865253855233','152149048'
'542163900444057601','48886125'
'542163909466009600','2807112464'
'542163911819001856','97948956'
'542163912406220801','1388812980'
'542163919331000321','41967978'
'542163935945039873','1034749291'
'542163944261947392','2724605760'
'542163962758844417','756796452'
'542163963073404928','320085576'
'542163969608536064','2833553179'
'542163985638760448','170965705'
'542164005951774720','1913336826'
'542164006656421888','320130812'
'542164008934318080','134784083'
'542164009676320768','2772760964'
'542164012427796480','40334543'
'542164016202665984','266991318'
'542164033520930816','527098459'
'542164034590486528','1167607994'
'542164039954989056','140501140'
'542164041834061824','77130836'
'542164043964772352','559183946'
'542164050277175296','2909852707'
'542164061715062786','558236774'
'542164061941538816','37160509'
'542164069508079618','188547473'
'542164077015863296','1603152614'
'542164101716140032','35597994'
'542164104631164929','79030985'
'542164109978894336','1417265059'
'542164114471018496','1768448528'
'542164126634504192','98611819'
'542164127683080193','635884020'
'542164133362532353','614242731'
'542164136159752192','380036380'
'542164141528477696','427973738'
'542164150428766208','2889666666'
'542164153851318272','402430509'
'542164159194877952','480385312'
'542164160511877120','2628739201'
'542164161388875776','153045501'
'542164172830568448','1167607994'
'542164176370561024','1144025864'
'542164178882936833','83659589'
'542164184553644032','2894695381'
'542164185895800832','486323718'
'542164188978634752','1693518661'
'542164197497253888','399960136'
'542164198365884416','2538090492'
'542164200987316224','153045501'
'542164210403143681','1614168018'
'542164212269592576','165890943'
'542164223808135168','211389991'
'542164240568549377','1427808980'
'542164247745413121','1693518661'
'542164249087594496','1126759586'
'542164254309502977','16564282'
'542164261087092736','72244814'
'542164275129614336','2232457903'
'542164280859062272','461801471'
'542164282931417089','386176746'
'542164294947708928','2610276445'
'542164295614607360','2610276445'
'542164308923543553','2362396084'
'542164309216751616','427973738'
'542164324681543681','2351617982'
'542164331345887234','2880788149'
'542164345757519872','2850265590'
'542164351902560257','344608859'
'542164354355843073','1206415856'
'542164357891624961','1338195181'
'542164366271860737','83659589'
'542164370973659136','437058481'
'542164371384709120','2228605939'
'542164395917574145','2797652929'
'542164413298778114','2370429877'
'542164418579427329','425517486'
'542164423985471491','400144211'
'542164429924622336','978129655'
'542164445695578112','48558947'
'542164447888814080','374061293'
'542164457367953409','98611819'
'542164469489471489','175330633'
'542164473172090880','1209040513'
'542164476150415360','2469604686'
'542164478662438912','48794284'
'542164479933304832','1495692134'
'542164481535512576','730189062'
'542164481845907456','106098830'
'542164488099594240','320874232'
'542164489773125632','374061293'
'542164489710235648','2276986226'
'542164489660293121','2854209698'
'542164490192556032','383022338'
'542164492260761600','2854209698'
'542164492751106048','886323379'
'542164493262798848','607283292'
'542164495326400512','1322248206'
'542164498094637056','2511402536'
'542164499835281408','1473829813'
'542164501320044544','86408009'
'542164501475233792','1360742208'
'542164501613666305','2229824990'
'542164501450088448','1470703406'
'542164502976811008','1303136983'
'542164504490934272','2882437664'
'542164505082359808','1322248206'
'542164505900249088','2882441630'
'542164509029179392','1688118864'
