tweet_id, user_id
'540741689602605056','307202059'
'540741695390744576','378823043'
'540741697886380032','2493975114'
'540741700516212737','2523873926'
'540741701208662016','1543473558'
'540741703057956864','2665915081'
'540741706597945344','40904967'
'540741716538445824','1640648418'
'540741719830966272','1101248636'
'540741731398844416','288091937'
'540741731470163968','2314587912'
'540741731675676672','1687518794'
'540741738366005249','454749311'
'540741739422547968','2794326761'
'540741743218405376','197073458'
'540741747291074560','2743205349'
'540741747911827460','301252010'
'540741747857301504','752567947'
'540741748880723968','62060326'
'540741752391356417','149099045'
'540741753297321984','601916211'
'540741755235078144','2903474420'
'540741756606623747','2895749882'
'540741765842472961','63035632'
'540741766089953280','1156105441'
'540741768703008768','1661258353'
'540741769776726016','196485937'
'540741772608307201','1371373130'
'540741775124467713','1925421032'
'540741776173039616','18687472'
'540741778358288384','903785766'
'540741779956305920','122903318'
'540741782594539520','454749311'
'540741800969789441','2665915081'
'540741801460514816','324894886'
'540741802186133505','891276889'
'540741808171405313','19640749'
'540741809786216448','84248449'
'540741810474078208','454749311'
'540741818632392704','2466435061'
'540741824563130368','132449841'
'540741830808043520','2911599542'
'540741832036982784','282551004'
'540741843097378816','2415541082'
'540741845823651840','2876538800'
'540741846645735424','2306321880'
'540741849703403520','2891874884'
'540741856984711168','1261549506'
'540741859660689408','282551004'
'540741859853602816','2831501544'
'540741860160184320','775816766'
'540741861631987712','329499017'
'540741862613458945','58200055'
'540741870553272320','2876538800'
'540741871471845376','1565303053'
'540741874059735040','2778270768'
'540741874177150976','27201793'
'540741879852060673','1389326167'
'540741883320750080','2918289422'
'540741884046360577','2876538800'
'540741893940707329','2876538800'
'540741901414985728','2874853172'
'540741914094751744','291349358'
'540741914736070657','2806535660'
'540741915461689344','2919290359'
'540741927612977153','2312019728'
'540741932624801792','33860150'
'540741933874700288','371099506'
'540741935787286529','2785436952'
'540741936148004865','91607452'
'540741946717659136','191769612'
'540741947606855680','745081141'
'540741948467060736','1075691060'
'540741949582360576','399664896'
'540741954741354496','341464414'
'540741954775306240','1012121880'
'540741957031845888','89404550'
'540741976765636608','137975236'
'540741982864150529','573120116'
'540741983963082753','2663012870'
'540741987797065729','49906651'
'540741991966187522','1453927988'
'540741992821432320','56053233'
'540741993588994048','2919290359'
'540741994037788673','370593292'
'540741995493224448','2821339376'
'540742000568303616','2904207345'
'540742004083142656','257745968'
'540742005563727874','371099506'
'540742010462695424','875283139'
'540742014686339072','2904908196'
'540742016481521665','2902057238'
'540742019513978880','2529790381'
